filepath_deg,mos
Blizzard_2011/A_submission_directory_2011_news_wav_news_2011_0005.wav,4.928571428571429
Blizzard_2011/B_submission_directory_2011_news_wav_news_2011_0005.wav,2.3157894736842106
Blizzard_2011/C_submission_directory_2011_news_wav_news_2011_0005.wav,3.0526315789473686
Blizzard_2011/D_submission_directory_2011_news_wav_news_2011_0005.wav,2.2222222222222223
Blizzard_2011/E_submission_directory_2011_news_wav_news_2011_0005.wav,3.0588235294117645
Blizzard_2011/F_submission_directory_2011_news_wav_news_2011_0005.wav,2.5294117647058822
Blizzard_2011/G_submission_directory_2011_news_wav_news_2011_0005.wav,3.7142857142857135
Blizzard_2011/H_submission_directory_2011_news_wav_news_2011_0005.wav,3.0476190476190474
Blizzard_2011/I_submission_directory_2011_news_wav_news_2011_0005.wav,1.0476190476190477
Blizzard_2011/J_submission_directory_2011_news_wav_news_2011_0005.wav,1.5
Blizzard_2011/K_submission_directory_2011_news_wav_news_2011_0005.wav,3.85
Blizzard_2011/L_submission_directory_2011_news_wav_news_2011_0005.wav,2.75
Blizzard_2011/M_submission_directory_2011_news_wav_news_2011_0005.wav,2.095238095238096
Blizzard_2011/A_submission_directory_2011_news_wav_news_2011_0006.wav,4.526315789473684
Blizzard_2011/B_submission_directory_2011_news_wav_news_2011_0006.wav,2.736842105263158
Blizzard_2011/C_submission_directory_2011_news_wav_news_2011_0006.wav,2.0526315789473686
Blizzard_2011/D_submission_directory_2011_news_wav_news_2011_0006.wav,2.0
Blizzard_2011/E_submission_directory_2011_news_wav_news_2011_0006.wav,3.117647058823529
Blizzard_2011/F_submission_directory_2011_news_wav_news_2011_0006.wav,2.071428571428572
Blizzard_2011/G_submission_directory_2011_news_wav_news_2011_0006.wav,3.7142857142857135
Blizzard_2011/H_submission_directory_2011_news_wav_news_2011_0006.wav,2.8095238095238093
Blizzard_2011/I_submission_directory_2011_news_wav_news_2011_0006.wav,1.1666666666666667
Blizzard_2011/J_submission_directory_2011_news_wav_news_2011_0006.wav,1.3
Blizzard_2011/K_submission_directory_2011_news_wav_news_2011_0006.wav,3.0476190476190474
Blizzard_2011/L_submission_directory_2011_news_wav_news_2011_0006.wav,2.952380952380953
Blizzard_2011/M_submission_directory_2011_news_wav_news_2011_0006.wav,2.2142857142857144
Blizzard_2011/A_submission_directory_2011_news_wav_news_2011_0009.wav,4.904761904761905
Blizzard_2011/B_submission_directory_2011_news_wav_news_2011_0009.wav,3.1666666666666665
Blizzard_2011/C_submission_directory_2011_news_wav_news_2011_0009.wav,2.5
Blizzard_2011/D_submission_directory_2011_news_wav_news_2011_0009.wav,3.2857142857142856
Blizzard_2011/E_submission_directory_2011_news_wav_news_2011_0009.wav,3.4285714285714284
Blizzard_2011/F_submission_directory_2011_news_wav_news_2011_0009.wav,3.357142857142857
Blizzard_2011/G_submission_directory_2011_news_wav_news_2011_0009.wav,4.157894736842105
Blizzard_2011/H_submission_directory_2011_news_wav_news_2011_0009.wav,3.421052631578948
Blizzard_2011/I_submission_directory_2011_news_wav_news_2011_0009.wav,1.3333333333333333
Blizzard_2011/J_submission_directory_2011_news_wav_news_2011_0009.wav,2.9411764705882355
Blizzard_2011/K_submission_directory_2011_news_wav_news_2011_0009.wav,3.941176470588236
Blizzard_2011/L_submission_directory_2011_news_wav_news_2011_0009.wav,3.7142857142857135
Blizzard_2011/M_submission_directory_2011_news_wav_news_2011_0009.wav,3.142857142857143
Blizzard_2011/A_submission_directory_2011_news_wav_news_2011_0010.wav,4.4
Blizzard_2011/B_submission_directory_2011_news_wav_news_2011_0010.wav,3.523809523809524
Blizzard_2011/C_submission_directory_2011_news_wav_news_2011_0010.wav,2.4285714285714284
Blizzard_2011/D_submission_directory_2011_news_wav_news_2011_0010.wav,2.9285714285714284
Blizzard_2011/E_submission_directory_2011_news_wav_news_2011_0010.wav,3.789473684210526
Blizzard_2011/F_submission_directory_2011_news_wav_news_2011_0010.wav,3.526315789473684
Blizzard_2011/G_submission_directory_2011_news_wav_news_2011_0010.wav,3.842105263157895
Blizzard_2011/H_submission_directory_2011_news_wav_news_2011_0010.wav,4.176470588235294
Blizzard_2011/I_submission_directory_2011_news_wav_news_2011_0010.wav,2.0
