filepath_deg,mos
Blizzard_2013/A_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,4.909090909090909
Blizzard_2013/C_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,2.636363636363636
Blizzard_2013/F_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,2.2857142857142856
Blizzard_2013/H_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,2.466666666666667
Blizzard_2013/I_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,2.636363636363636
Blizzard_2013/K_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,3.0
Blizzard_2013/L_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,3.3076923076923075
Blizzard_2013/M_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,3.769230769230769
Blizzard_2013/N_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,2.466666666666667
Blizzard_2013/P_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0040.wav,1.2142857142857142
Blizzard_2013/A_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,4.846153846153846
Blizzard_2013/C_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,3.0
Blizzard_2013/F_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,1.7692307692307692
Blizzard_2013/H_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,1.9090909090909087
Blizzard_2013/I_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,2.9285714285714284
Blizzard_2013/K_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,2.25
Blizzard_2013/L_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,1.8666666666666667
Blizzard_2013/M_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,3.1818181818181817
Blizzard_2013/N_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,2.1333333333333333
Blizzard_2013/P_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0015.wav,1.4545454545454546
Blizzard_2013/A_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,4.733333333333333
Blizzard_2013/C_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,2.6666666666666665
Blizzard_2013/F_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,1.6363636363636365
Blizzard_2013/H_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,2.4285714285714284
Blizzard_2013/I_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,2.727272727272727
Blizzard_2013/K_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,3.4285714285714284
Blizzard_2013/L_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,3.363636363636364
Blizzard_2013/M_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,3.3846153846153846
Blizzard_2013/N_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,2.5625
Blizzard_2013/P_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0064.wav,1.4
Blizzard_2013/A_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0038.wav,4.666666666666667
Blizzard_2013/C_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0038.wav,2.727272727272727
Blizzard_2013/F_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0038.wav,2.142857142857143
Blizzard_2013/H_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0038.wav,2.4375
Blizzard_2013/I_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0038.wav,3.2857142857142856
Blizzard_2013/K_submission_directory_2013_EH1-English_audiobook_sentences_wav_booksent_2013_0038.wav,3.0
