filepath_deg,mos
Blizzard_2019/A_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,4.446808510638298
Blizzard_2019/B_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,2.4878048780487805
Blizzard_2019/C_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.804878048780488
Blizzard_2019/D_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,2.7857142857142856
Blizzard_2019/E_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.8684210526315783
Blizzard_2019/F_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,2.558139534883721
Blizzard_2019/G_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.636363636363636
Blizzard_2019/H_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.292682926829268
Blizzard_2019/I_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.975
Blizzard_2019/J_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.0444444444444443
Blizzard_2019/K_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.0277777777777777
Blizzard_2019/L_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,1.55
Blizzard_2019/M_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,4.418604651162791
Blizzard_2019/N_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.1904761904761907
Blizzard_2019/O_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,2.951219512195122
Blizzard_2019/P_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,1.3
Blizzard_2019/Q_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,2.35
Blizzard_2019/R_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,2.8421052631578947
Blizzard_2019/S_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,4.2682926829268295
Blizzard_2019/T_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.4390243902439024
Blizzard_2019/U_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,1.4545454545454546
Blizzard_2019/V_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.414634146341464
Blizzard_2019/W_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,4.108695652173913
Blizzard_2019/X_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.1463414634146343
Blizzard_2019/Y_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.880952380952381
Blizzard_2019/Z_submission_directory_2019_celebrity_wav_celebrity_2019_101631.wav,3.755555555555556
Blizzard_2019/A_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,4.357142857142857
Blizzard_2019/B_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,1.7647058823529411
Blizzard_2019/C_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,3.363636363636364
Blizzard_2019/D_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,2.571428571428572
Blizzard_2019/E_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,3.923076923076923
Blizzard_2019/F_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,2.9166666666666665
Blizzard_2019/G_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,3.642857142857143
Blizzard_2019/H_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,2.6666666666666665
Blizzard_2019/I_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,4.5625
Blizzard_2019/J_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,2.7857142857142856
Blizzard_2019/K_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,2.533333333333333
Blizzard_2019/L_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,1.5384615384615383
Blizzard_2019/M_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,4.333333333333333
Blizzard_2019/N_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,3.066666666666667
Blizzard_2019/O_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,2.2666666666666666
Blizzard_2019/P_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,1.4615384615384617
Blizzard_2019/Q_submission_directory_2019_celebrity_wav_celebrity_2019_101702.wav,2.1666666666666665
