filepath_deg,mos,lang
Blizzard_2010/A_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,5.0,en
Blizzard_2010/B_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,2.555555555555556,en
Blizzard_2010/C_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,2.333333333333333,en
Blizzard_2010/F_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,3.4545454545454546,en
Blizzard_2010/G_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,1.5555555555555556,en
Blizzard_2010/H_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,3.363636363636364,en
Blizzard_2010/J_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,3.888888888888889,en
Blizzard_2010/L_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,1.8888888888888888,en
Blizzard_2010/M_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,4.375,en
Blizzard_2010/N_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,3.2,en
Blizzard_2010/O_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,1.25,en
Blizzard_2010/P_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,2.7777777777777777,en
Blizzard_2010/Q_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,1.75,en
Blizzard_2010/R_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,3.25,en
Blizzard_2010/S_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,3.0,en
Blizzard_2010/T_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,3.727272727272727,en
Blizzard_2010/U_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,2.6,en
Blizzard_2010/V_submission_directory_english_EH1_2010_news_wavs_news_2010_0010.wav,2.875,en
Blizzard_2010/A_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,4.777777777777778,en
Blizzard_2010/B_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,3.25,en
Blizzard_2010/C_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,3.3,en
Blizzard_2010/F_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,3.625,en
Blizzard_2010/G_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,2.7777777777777777,en
Blizzard_2010/H_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,2.888888888888889,en
Blizzard_2010/J_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,4.125,en
Blizzard_2010/L_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,2.5,en
Blizzard_2010/M_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,4.777777777777778,en
Blizzard_2010/N_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,3.1818181818181817,en
Blizzard_2010/O_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,1.7777777777777777,en
Blizzard_2010/P_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,2.375,en
Blizzard_2010/Q_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,1.2727272727272727,en
Blizzard_2010/R_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,2.272727272727273,en
Blizzard_2010/S_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,3.75,en
Blizzard_2010/T_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,4.375,en
Blizzard_2010/U_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,3.0,en
Blizzard_2010/V_submission_directory_english_EH1_2010_news_wavs_news_2010_0013.wav,3.4444444444444446,en
Blizzard_2010/A_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,5.0,en
Blizzard_2010/B_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,3.4444444444444446,en
Blizzard_2010/C_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,3.0,en
Blizzard_2010/F_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,2.5,en
Blizzard_2010/G_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,2.7777777777777777,en
Blizzard_2010/H_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,2.4444444444444446,en
Blizzard_2010/J_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,3.625,en
Blizzard_2010/L_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,2.2222222222222223,en
Blizzard_2010/M_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,3.625,en
Blizzard_2010/N_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,2.555555555555556,en
Blizzard_2010/O_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,1.5,en
Blizzard_2010/P_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,3.0,en
Blizzard_2010/Q_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,1.5,en
Blizzard_2010/R_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,3.0,en
Blizzard_2010/S_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,2.0,en
Blizzard_2010/T_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,4.125,en
Blizzard_2010/U_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,1.7777777777777777,en
Blizzard_2010/V_submission_directory_english_EH1_2010_news_wavs_news_2010_0017.wav,3.636363636363636,en
Blizzard_2010/A_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,4.909090909090909,en
Blizzard_2010/B_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,3.6666666666666665,en
Blizzard_2010/C_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,2.25,en
Blizzard_2010/F_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,3.375,en
Blizzard_2010/G_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,2.875,en
Blizzard_2010/H_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,2.333333333333333,en
Blizzard_2010/J_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,4.125,en
Blizzard_2010/L_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,2.0,en
Blizzard_2010/M_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,4.0,en
Blizzard_2010/N_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,3.0,en
Blizzard_2010/O_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,2.4444444444444446,en
Blizzard_2010/P_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,2.727272727272727,en
Blizzard_2010/Q_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,1.6666666666666667,en
Blizzard_2010/R_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,2.9,en
Blizzard_2010/S_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,3.375,en
Blizzard_2010/T_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,4.333333333333333,en
Blizzard_2010/U_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,2.4444444444444446,en
Blizzard_2010/V_submission_directory_english_EH1_2010_news_wavs_news_2010_0022.wav,4.0,en
Blizzard_2010/A_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,4.777777777777778,en
Blizzard_2010/B_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,2.75,en
Blizzard_2010/C_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,2.7777777777777777,en
Blizzard_2010/F_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,3.75,en
Blizzard_2010/G_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,3.7,en
Blizzard_2010/H_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,3.625,en
Blizzard_2010/J_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,3.625,en
Blizzard_2010/L_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,1.8888888888888888,en
Blizzard_2010/M_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,3.909090909090909,en
Blizzard_2010/N_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,1.7777777777777777,en
Blizzard_2010/O_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,2.375,en
Blizzard_2010/P_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,3.75,en
Blizzard_2010/Q_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,1.6666666666666667,en
Blizzard_2010/R_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,3.75,en
Blizzard_2010/S_submission_directory_english_EH1_2010_news_wavs_news_2010_0025.wav,3.5,en
